complex	subunits	compartment	reactions	genes	coefficients	cofactors	notes
cplx_HOMODIMER_ODC1	protein_ODC1	c	ORNDC	ODC1	2
cplx_MONOMER_OGA	protein_OGA	c	PROTS3OACGAMH;PROTT3OACGAMH	OGA	1
cplx_MONOMER_OGT	protein_OGT	c	PROTSACGAMT;PROTTACGAMT	OGT	1
cplx_HOMOTRIMER_OGT	protein_OGT	c	PROTSACGAMT;PROTTACGAMT	OGT	3
cplx_MONOMER_OXSR1	protein_OXSR1	c	PROTSK;PROTTK	OXSR1	1		ASSUMED MONOMER
cplx_HOMOTRIMER_P2RX1	protein_P2RX1	pm	CA2t;NAt;Kt1	P2RX1	3
cplx_HOMOTRIMER_P2RX2	protein_P2RX2	pm	CA2t;NAt;Kt1	P2RX2	3
cplx_HOMOTRIMER_P2RX7	protein_P2RX7	pm	CA2t;NAt;Kt1	P2RX7	3
cplx_MONOMER_P4HB	protein_P4HB	c	INSULINGTHOR	P4HB	1		ASSUMED MONOMER
cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B1	protein_PAFAH1B1;protein_PAFAH1B2	c	PAFH	PAFAH1B1;PAFAH1B2	2;2
cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B3_PAFAH1B1	protein_PAFAH1B1;protein_PAFAH1B2;protein_PAFAH1B3	c	PAFH	PAFAH1B1;PAFAH1B2;PAFAH1B3	2;1;1
cplx_HETEROTETRAMER_PAFAH1B3_PAFAH1B1	protein_PAFAH1B1;protein_PAFAH1B3	c	PAFH	PAFAH1B1;PAFAH1B3	2;2
cplx_HOMOOCTOMER_PAICS	protein_PAICS	c	AIRC;PRASCS	PAICS	8
cplx_HOMODIMER_PAK2	protein_PAK2	c	PROTSK;PROTTK	PAK2	2
cplx_HOMODIMER_PANK2	protein_PANK2	c	4PCYSK;PNTOK;PTTHK	PANK2	2
cplx_HOMODIMER_PANK4	protein_PANK4	c	PAN4PP	PANK4	2
cplx_HOMOHEPTAMER_PANX1	protein_PANX1	pm	CA2t;NAt;SPMDtex2;ASPte;ATPte;Clt;GLUte;Kt1;GLCNte;It;NO3t	PANX1	7
cplx_HOMODIMER_PARK7	protein_PARK7	c	PROTCDGLAC_D;PROTCDGLAC_L;PROTKDGLAC_D;PROTKDGLAC_L;PROTRDGLAC_D;PROTRDGLAC_L	PARK7	2
cplx_HOMOTETRAMER_PCBD1	protein_PCBD1	c	THBPT4ACAMDASE	PCBD1	4
cplx_HOMOTETRAMER_PCBD2	protein_PCBD2	c	THBPT4ACAMDASE	PCBD2	4
cplx_MONOMER_PCK1	protein_PCK1	c	PEPCK	PCK1	1
cplx_MONOMER_PCMT1	protein_PCMT1	c	PROTDMT_D;PROTISODMT_L	PCMT1	1
cplx_HOMODIMER_PCYT1A	protein_PCYT1A	c	CHLPCTD	PCYT1A	2
cplx_HOMODIMER_PCYT1B	protein_PCYT1B	c	CHLPCTD	PCYT1B	2
cplx_HOMODIMER_PCYT2	protein_PCYT2	c	PETHCT	PCYT2	2
cplx_HOMODIMER_PDE1A	protein_PDE1A	c	PDEG	PDE1A	2
cplx_HOMODIMER_PDE2A	protein_PDE2A	c	PDEA;PDEG;PDEI	PDE2A	2
cplx_HOMODIMER_PDE3A	protein_PDE3A	c	PDEA;PDEG;PDEI	PDE3A	2
cplx_HOMODIMER_PDE3B	protein_PDE3B	c	PDEA;PDEG;PDEI	PDE3B	2
cplx_HOMODIMER_PDE4D	protein_PDE4D	c	PDEA;PDEI	PDE4D	2
cplx_HOMODIMER_PDE5A	protein_PDE5A	c	PDEG	PDE5A	2
cplx_HOMODIMER_PDE9A	protein_PDE9A	c	PDEG	PDE9A	2
cplx_MONOMER_PDIA3	protein_PDIA3	c	INSULINGTHOR	PDIA3	1		ASSUMED MONOMER
cplx_MONOMER_PDIA4	protein_PDIA4	c	INSULINGTHOR	PDIA4	1		ASSUMED MONOMER
cplx_MONOMER_PDIA6	protein_PDIA6	c	INSULINGTHOR	PDIA6	1		ASSUMED MONOMER
cplx_HOMODIMER_PDXK	protein_PDXK	c	PYDAMK;PYDXK;PYDXNK	PDXK	2
cplx_HOMODIMER_PDXP	protein_PDXP	c	PDXPP;PYDXPP;PYDAMPP	PDXP	2
cplx_MONOMER_PEMT	protein_PEMT	c	PENMT1;PENMT2;PENMT3	PEMT	1		ASSUMED MONOMER
cplx_HOMODIMER_PEPD	protein_PEPD	c	APDPP;FPDPP;GPDPP;LPDPP;MPDPP;PPDPP;VPDPP	PEPD	2
cplx_MONOMER_PFAS	protein_PFAS	c	PRFGS	PFAS	1		ASSUMED MONOMER
cplx_HOMOTETRAMER_PFKL	protein_PFKL	c	PFK	PFKL	4
cplx_HETEROTETRAMER_PFKL_PFKM_M3L1	protein_PFKL;protein_PFKM	c	PFK	PFKL;PFKM	1;3
cplx_HETEROTETRAMER_PFKL_PFKM_M2L2	protein_PFKL;protein_PFKM	c	PFK	PFKL;PFKM	2;2
cplx_HETEROTETRAMER_PFKL_PFKM_M1L3	protein_PFKL;protein_PFKM	c	PFK	PFKL;PFKM	3;1
cplx_HETEROTETRAMER_PFKL_PFKP_P3L1	protein_PFKL;protein_PFKP	c	PFK	PFKL;PFKP	1;3
cplx_HETEROTETRAMER_PFKL_PFKP_P2L2	protein_PFKL;protein_PFKP	c	PFK	PFKL;PFKP	2;2
cplx_HETEROTETRAMER_PFKL_PFKP_P1L3	protein_PFKL;protein_PFKP	c	PFK	PFKL;PFKP	3;1
cplx_HOMOTETRAMER_PFKM	protein_PFKM	c	PFK	PFKM	4
cplx_HOMOTETRAMER_PFKP	protein_PFKP	c	PFK	PFKP	4
cplx_HOMODIMER_PGAM1	protein_PGAM1	c	DPGM;PGM	PGAM1	2
cplx_HOMODIMER_PGD	protein_PGD	c	GND	PGD	2
cplx_MONOMER_PGK1	protein_PGK1	c	PGK;4PERK	PGK1	1
cplx_MONOMER_PGK2	protein_PGK2	c	PGK;4PERK	PGK2	1
cplx_MONOMER_PGLS	protein_PGLS	c	PGL	PGLS	1
cplx_MONOMER_PGM1	protein_PGM1	c	PGMTa	PGM1	1
cplx_MONOMER_PGM2	protein_PGM2	c	PPM;PMANM;PGMT;PGMTa;PPM2	PGM2	1
cplx_MONOMER_PGM2L1	protein_PGM2L1	c	G16BPS1;G16BPS2;M16BPS1;R15BPS1	PGM2L1	1
cplx_MONOMER_PGM3	protein_PGM3	c	ACGAMPM	PGM3	1		ASSUMED MONOMER
cplx_HOMODIMER_PGP	protein_PGP	c	G3PP;4PERP;PROTYPP;2LACP_L;PGLYCP	PGP	2
cplx_HOMOTETRAMER_PHGDH	protein_PHGDH	c	MDH;L2HGDHx;PGCD	PHGDH	4
cplx_MONOMER_PHOSPHO1	protein_PHOSPHO1	c	CHLP;ETHP	PHOSPHO1	1		ASSUMED MONOMER
cplx_MONOMER_PHOSPHO1	protein_PHOSPHO1	e	CHLPe;ETHPe	PHOSPHO1	1		ASSUMED MONOMER
cplx_MONOMER_PHPT1	protein_PHPT1	c	PHPT1;PHPT2	PHPT1	1
cplx_MONOMER_PI4K2A	protein_PI4K2A	c	PI4K	PI4K2A	1		ASSUMED MONOMER
cplx_MONOMER_PI4KA	protein_PI4KA	c	PI4K	PI4KA	1		ASSUMED MONOMER
cplx_HOMOTRIMER_PIEZO1	protein_PIEZO1	pm	CA2t;NAt;CD2t;Kt1;MG2tec;MN2t	PIEZO1	3
cplx_HOMODIMER_PIP4K2A	protein_PIP4K2A	c	PI5P4KA;PI5P4KG	PIP4K2A	2
cplx_HETERODIMER_PIP4K2AB	protein_PIP4K2A;protein_PIP4K2B	c	PI5P4KA;PI5P4KG	PIP4K2A;PIP4K2B	1;1
cplx_HETERODIMER_PIP4K2AC	protein_PIP4K2A;protein_PIP4K2C	c	PI5P4KA;PI5P4KG	PIP4K2A;PIP4K2C	1;1
cplx_HOMODIMER_PIP4K2B	protein_PIP4K2B	c	PI5P4KA;PI5P4KG	PIP4K2B	2
cplx_HETERODIMER_PIP4K2BC	protein_PIP4K2B;protein_PIP4K2C	c	PI5P4KA;PI5P4KG	PIP4K2B;PIP4K2C	1;1
cplx_HOMODIMER_PIP4K2C	protein_PIP4K2C	c	PI5P4KA;PI5P4KG	PIP4K2C	2
cplx_MONOMER_PIP4P1	protein_PIP4P1	c	PI45P4P	PIP4P1	1		ASSUMED MONOMER
cplx_MONOMER_PIP5K1A	protein_PIP5K1A	c	PI4P5K;PI34P5K;PI35P4K;PI3P4K;PI3P5K;PI5K	PIP5K1A	1		ASSUMED MONOMER
cplx_MONOMER_PIP5K1C	protein_PIP5K1C	c	PI4P5K;PI34P5K;PI35P4K;PI3P4K;PI3P5K;PI5K	PIP5K1C	1		ASSUMED MONOMER
cplx_HOMODIMER_PISD	protein_PISD	c	PSDC	PISD	2
cplx_HOMOTETRAMER_PKLR	protein_PKLR	c	PYK;2LACK_L;PGLYCK	PKLR	4
cplx_HOMOTETRAMER_PKM	protein_PKM	c	PYK;2LACK_L;PGLYCK	PKM	4
cplx_MONOMER_PLA2G4A	protein_PLA2G4A	c	PCPLA2;PCOPLA2;PCPPLA2;PEPPLA2;PAPLA2;PEPLA2;PSPLA2	PLA2G4A	1
cplx_MONOMER_PLA2G4B	protein_PLA2G4B	c	LPCLPLB;PCPLA2;PCOPLA2;PCPPLA2;PEPPLA2;PAPLA2;LPELPLB;PEPLA2;PSPLA2	PLA2G4B	1
cplx_COMPLEX_VCP_PLAA	protein_PLAA;protein_VCP	c	NTPA	PLAA;VCP	1;6
cplx_MONOMER_PLCB2	protein_PLCB2	c	PI45PLC;PI4PLC;PIPLC	PLCB2	1
cplx_MONOMER_PLCB3	protein_PLCB3	c	PI45PLC;PI4PLC;PIPLC	PLCB3	1
cplx_MONOMER_PLCG1	protein_PLCG1	c	PI45PLC;PI4PLC;PIPLC	PLCG1	1
cplx_MONOMER_PLD1	protein_PLD1	c	PCETHTP;PCPLD	PLD1	1		ASSUMED MONOMER
cplx_MONOMER_PLSCR1	protein_PLSCR1	pm	PCSCRt;PESCRt;PSSCRt;LPCSCRt	PLSCR1	1		ASSUMED MONOMER
cplx_MONOMER_PLSCR4	protein_PLSCR4	pm	PCSCRt;PESCRt;PSSCRt;LPCSCRt	PLSCR4	1		ASSUMED MONOMER
cplx_HOMODIMER_PMM2	protein_PMM2	c	PMANM	PMM2	2
cplx_HOMOTRIMER_PNP	protein_PNP	c	PNP2;PUNP3;PUNP5;PNP;PUNP4;PUNP6;PUNP7;RBVPNP;THIOGSNPNP	PNP	3
cplx_MONOMER_PNPLA6	protein_PNPLA6	c	LPCLPLB;MAGL1;MAGL2	PNPLA6	1		ASSUMED MONOMER
cplx_HOMODIMER_PNPO	protein_PNPO	c	PDX5PO;PYAM5PO	PNPO	2
cplx_HOMODIMER_PPA1	protein_PPA1	c	PPA	PPA1	2
cplx_HOMODIMER_PPA2	protein_PPA2	c	PPA	PPA2	2
cplx_HOMOTRIMER_PPCDC	protein_PPCDC	c	PPCDC	PPCDC	3
cplx_HOMODIMER_PPCS	protein_PPCS	c	PPNCL3	PPCS	2
cplx_MONOMER_PPIA	protein_PPIA	c	PEPTDPROI	PPIA	1		ASSUMED MONOMER
cplx_MONOMER_PPIB	protein_PPIB	c	PEPTDPROI	PPIB	1		ASSUMED MONOMER
cplx_MONOMER_PPIP5K2	protein_PPIP5K2	c	5PPINSP5P1K;INS6P1K	PPIP5K2	1		ASSUMED MONOMER
cplx_COMPLEX_PPME1_PPP2CA	protein_PPME1;protein_PPP2CA	c	PPMEPP2A	PPME1;PPP2CA	1;1
cplx_COMPLEX_PPME1_PPP2CB	protein_PPME1;protein_PPP2CB	c	PPMEPP2A	PPME1;PPP2CB	1;1
cplx_MONOMER_PPP1CA	protein_PPP1CA	c	PROTSPP;PROTTPP	PPP1CA	1		ASSUMED MONOMER
cplx_MONOMER_PPP1CB	protein_PPP1CB	c	PROTSPP;PROTTPP	PPP1CB	1		ASSUMED MONOMER
cplx_MONOMER_PPP1CC	protein_PPP1CC	c	PROTSPP;PROTTPP	PPP1CC	1		ASSUMED MONOMER
cplx_HETERODIMER_PPP2CA_PPP2R1A	protein_PPP2CA;protein_PPP2R1A	c	PROTSPP;PROTTPP	PPP2CA;PPP2R1A	1;1
cplx_HETEROTRIMER_PPP2CA_PPP2R1A_PPP2R5B	protein_PPP2CA;protein_PPP2R1A;protein_PPP2R5B	c	PROTSPP;PROTTPP	PPP2CA;PPP2R1A;PPP2R5B	1;1;1
cplx_HETEROTRIMER_PPP2CA_PPP2R1A_PPP2R5D	protein_PPP2CA;protein_PPP2R1A;protein_PPP2R5D	c	PROTSPP;PROTTPP	PPP2CA;PPP2R1A;PPP2R5D	1;1;1
cplx_HETERODIMER_PPP2CA_PPP2R1B	protein_PPP2CA;protein_PPP2R1B	c	PROTSPP;PROTTPP	PPP2CA;PPP2R1B	1;1
cplx_HETEROTRIMER_PPP2CA_PPP2R1B_PPP2R5B	protein_PPP2CA;protein_PPP2R1B;protein_PPP2R5B	c	PROTSPP;PROTTPP	PPP2CA;PPP2R1B;PPP2R5B	1;1;1
cplx_HETEROTRIMER_PPP2CA_PPP2R1B_PPP2R5D	protein_PPP2CA;protein_PPP2R1B;protein_PPP2R5D	c	PROTSPP;PROTTPP	PPP2CA;PPP2R1B;PPP2R5D	1;1;1
cplx_HETERODIMER_PPP2CB_PPP2R1A	protein_PPP2CB;protein_PPP2R1A	c	PROTSPP;PROTTPP	PPP2CB;PPP2R1A	1;1
cplx_HETEROTRIMER_PPP2CB_PPP2R1A_PPP2R5B	protein_PPP2CB;protein_PPP2R1A;protein_PPP2R5B	c	PROTSPP;PROTTPP	PPP2CB;PPP2R1A;PPP2R5B	1;1;1
cplx_HETEROTRIMER_PPP2CB_PPP2R1A_PPP2R5D	protein_PPP2CB;protein_PPP2R1A;protein_PPP2R5D	c	PROTSPP;PROTTPP	PPP2CB;PPP2R1A;PPP2R5D	1;1;1
cplx_HETERODIMER_PPP2CB_PPP2R1B	protein_PPP2CB;protein_PPP2R1B	c	PROTSPP;PROTTPP	PPP2CB;PPP2R1B	1;1
cplx_HETEROTRIMER_PPP2CB_PPP2R1B_PPP2R5B	protein_PPP2CB;protein_PPP2R1B;protein_PPP2R5B	c	PROTSPP;PROTTPP	PPP2CB;PPP2R1B;PPP2R5B	1;1;1
cplx_HETEROTRIMER_PPP2CB_PPP2R1B_PPP2R5D	protein_PPP2CB;protein_PPP2R1B;protein_PPP2R5D	c	PROTSPP;PROTTPP	PPP2CB;PPP2R1B;PPP2R5D	1;1;1
cplx_HOMODIMER_PRDX1	protein_PRDX1	c	PRDX2OX2;PRDX2OX1;PRDX2SO2OX1;PRDX2SOOX1;PRDX2SOR	PRDX1	2
cplx_COMPLEX_PRDX1_SRXN1	protein_PRDX1;protein_SRXN1	c	SRDX1GTHRD	PRDX1;SRXN1	2;1
cplx_COMPLEX_PRDX1_TXN	protein_PRDX1;protein_TXN	c	PRDX2TRDXRD	PRDX1;TXN	2;2
cplx_COMPLEX_PRDX1_TXNL1	protein_PRDX1;protein_TXNL1	c	PRDX2TRDXRD	PRDX1;TXNL1	2;2
cplx_HOMODIMER_PRDX2	protein_PRDX2	c	PRDX2OX2;PRDX2OX1;PRDX2SO2OX1;PRDX2SOOX1;PRDX2SOR	PRDX2	2
cplx_COMPLEX_PRDX2_SRXN1	protein_PRDX2;protein_SRXN1	c	SRDX1GTHRD	PRDX2;SRXN1	2;1
cplx_COMPLEX_PRDX2_TXN	protein_PRDX2;protein_TXN	c	PRDX2TRDXRD	PRDX2;TXN	2;2
cplx_COMPLEX_PRDX2_TXN1L	protein_PRDX2;protein_TXNL1	c	PRDX2TRDXRD	PRDX2;TXNL1	2;2
cplx_HOMODIMER_PRDX4	protein_PRDX4	c	PRDX2OX2;PRDX2OX1;PRDX2SO2OX1;PRDX2SOOX1;PRDX2SOR	PRDX4	2
cplx_COMPLEX_PRDX4_SRXN1	protein_PRDX4;protein_SRXN1	c	SRDX1GTHRD	PRDX4;SRXN1	2;1
cplx_COMPLEX_PRDX4_TXN	protein_PRDX4;protein_TXN	c	PRDX2TRDXRD	PRDX4;TXN	2;2
cplx_COMPLEX_PRDX4_TXN1L	protein_PRDX4;protein_TXNL1	c	PRDX2TRDXRD	PRDX4;TXNL1	2;2
cplx_MONOMER_PRDX5	protein_PRDX5	c	PRDX2OX2;PRDX2OX1;PRDX2SOR	PRDX5	1
cplx_COMPLEX_PRDX5_TXN	protein_PRDX5;protein_TXN	c	PRDX2TRDXRD	PRDX5;TXN	2;2
cplx_COMPLEX_PRDX5_TXNL1	protein_PRDX5;protein_TXNL1	c	PRDX2TRDXRD	PRDX5;TXNL1	2;2
cplx_HOMODIMER_PRDX6	protein_PRDX6	c	PCPLA2;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;2OHE1PX;2OHE2PX;4OHE1PX;4OHE2PX;PCOPLA2;PCPPLA2;PEPPLA2;LPCAT;HPODE13GTHR;HPODE9GTHR;56DHIPX;ADRNLPX_L;DOPAPX_L;DPAMPX_L;LADRNCHRPX;LDPAMCHRPX;LDPCHRPX_L;LNRPPHRCHRPX;NRPPHRPX_L;PGG1GTHR;PGG2GTHR;PGG3GTHR;MEOHP;PRDX1GTHDG;PRDX1OX1	PRDX6	2
cplx_HETEROTRIMER_PRKAA1_PRKAB1_PRKAG1	protein_PRKAA1;protein_PRKAB1;protein_PRKAG1	c	PROTSK;PROTTK	PRKAA1;PRKAB1;PRKAG1	1;1;1
cplx_MONOMER_PRKACA	protein_PRKACA	c	PROTSK;PROTTK	PRKACA	1		ASSUMED MONOMER
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A	protein_PRKACA;protein_PRKACB;protein_PRKAR1A	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A	1;1;2
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR1B	protein_PRKACA;protein_PRKACB;protein_PRKAR1A;protein_PRKAR1B	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A;PRKAR1B	1;1;1;1
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR2A	protein_PRKACA;protein_PRKACB;protein_PRKAR1A;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A;PRKAR2A	1;1;1;1
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR2B	protein_PRKACA;protein_PRKACB;protein_PRKAR1A;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A;PRKAR2B	1;1;1;1
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B	protein_PRKACA;protein_PRKACB;protein_PRKAR1B	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1B	1;1;2
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B_PRKAR2A	protein_PRKACA;protein_PRKACB;protein_PRKAR1B;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1B;PRKAR2A	1;1;1;1
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B_PRKAR2B	protein_PRKACA;protein_PRKACB;protein_PRKAR1B;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1B;PRKAR2B	1;1;1;1
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2A	protein_PRKACA;protein_PRKACB;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR2A	1;1;2
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2A_PRKAR2B	protein_PRKACA;protein_PRKACB;protein_PRKAR2A;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR2A;PRKAR2B	1;1;1;1
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2B	protein_PRKACA;protein_PRKACB;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR2B	1;1;2
cplx_HETEROTETRAMER_PRKACA_PRKAR1A	protein_PRKACA;protein_PRKAR1A	c	PROTSK;PROTTK	PRKACA;PRKAR1A	2;2
cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR1B	protein_PRKACA;protein_PRKAR1A;protein_PRKAR1B	c	PROTSK;PROTTK	PRKACA;PRKAR1A;PRKAR1B	2;1;1
cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR2A	protein_PRKACA;protein_PRKAR1A;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACA;PRKAR1A;PRKAR2A	2;1;1
cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR2B	protein_PRKACA;protein_PRKAR1A;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKAR1A;PRKAR2B	2;1;1
cplx_HETEROTETRAMER_PRKACA_PRKAR1B	protein_PRKACA;protein_PRKAR1B	c	PROTSK;PROTTK	PRKACA;PRKAR1B	2;2
cplx_HETEROTETRAMER_PRKACA_PRKAR1B_PRKAR2A	protein_PRKACA;protein_PRKAR1B;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACA;PRKAR1B;PRKAR2A	2;1;1
cplx_HETEROTETRAMER_PRKACA_PRKAR1B_PRKAR2B	protein_PRKACA;protein_PRKAR1B;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKAR1B;PRKAR2B	2;1;1
cplx_HETEROTETRAMER_PRKACA_PRKAR2A	protein_PRKACA;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACA;PRKAR2A	2;2
cplx_HETEROTETRAMER_PRKACA_PRKAR2A_PRKAR2B	protein_PRKACA;protein_PRKAR2A;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKAR2A;PRKAR2B	2;1;1
cplx_HETEROTETRAMER_PRKACA_PRKAR2B	protein_PRKACA;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACA;PRKAR2B	2;2
cplx_MONOMER_PRKACB	protein_PRKACB	c	PROTSK;PROTTK	PRKACB	1		ASSUMED MONOMER
cplx_HETEROTETRAMER_PRKACB_PRKAR1A	protein_PRKACB;protein_PRKAR1A	c	PROTSK;PROTTK	PRKACB;PRKAR1A	2;2
cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR1B	protein_PRKACB;protein_PRKAR1A;protein_PRKAR1B	c	PROTSK;PROTTK	PRKACB;PRKAR1A;PRKAR1B	2;1;1
cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR2A	protein_PRKACB;protein_PRKAR1A;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACB;PRKAR1A;PRKAR2A	2;1;1
cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR2B	protein_PRKACB;protein_PRKAR1A;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACB;PRKAR1A;PRKAR2B	2;1;1
cplx_HETEROTETRAMER_PRKACB_PRKAR1B	protein_PRKACB;protein_PRKAR1B	c	PROTSK;PROTTK	PRKACB;PRKAR1B	2;2
cplx_HETEROTETRAMER_PRKACB_PRKAR1B_PRKAR2A	protein_PRKACB;protein_PRKAR1B;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACB;PRKAR1B;PRKAR2A	2;1;1
cplx_HETEROTETRAMER_PRKACB_PRKAR1B_PRKAR2B	protein_PRKACB;protein_PRKAR1B;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACB;PRKAR1B;PRKAR2B	2;1;1
cplx_HETEROTETRAMER_PRKACB_PRKAR2A	protein_PRKACB;protein_PRKAR2A	c	PROTSK;PROTTK	PRKACB;PRKAR2A	2;2
cplx_HETEROTETRAMER_PRKACB_PRKAR2A_PRKAR2B	protein_PRKACB;protein_PRKAR2A;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACB;PRKAR2A;PRKAR2B	2;1;1
cplx_HETEROTETRAMER_PRKACB_PRKAR2B	protein_PRKACB;protein_PRKAR2B	c	PROTSK;PROTTK	PRKACB;PRKAR2B	2;2
cplx_MONOMER_PRKCA	protein_PRKCA	c	PROTSK;PROTTK	PRKCA	1		ASSUMED MONOMER
cplx_MONOMER_PRKCB	protein_PRKCB	c	PROTSK;PROTTK	PRKCB	1		ASSUMED MONOMER
cplx_MONOMER_PRKCI	protein_PRKCI	c	PROTSK;PROTTK	PRKCI	1		ASSUMED MONOMER
cplx_MONOMER_PRKCZ	protein_PRKCZ	c	PROTSK;PROTTK	PRKCZ	1		ASSUMED MONOMER
cplx_MONOMER_PRKD1	protein_PRKD1	c	PROTSK;PROTTK	PRKD1	1		ASSUMED MONOMER
cplx_HOMODIMER_PRKG1	protein_PRKG1	c	PROTSK;PROTTK	PRKG1	2
cplx_HOMOOCTOMER_PRMT1	protein_PRMT1	c	PRMTADMA;PRMTMMA	PRMT1	8
cplx_HOMODIMER_PRPS1	protein_PRPS1	c	PRPPS;PRPPSZ	PRPS1	2
cplx_HOMODIMER_PRPS1L1	protein_PRPS1L1	c	PRPPS;PRPPSZ	PRPS1L1	2
cplx_HOMODIMER_PRPS2	protein_PRPS2	c	PRPPS;PRPPSZ	PRPS2	2
cplx_HOMODIMER_PRUNE1	protein_PRUNE1	c	PPA	PRUNE1	2
cplx_HOMODIMER_PSAT1	protein_PSAT1	c	ASNTA;GOATA;OPHGLXTA;OPHOXATA;GTHGLXTA;GTHOXATA;PSERT	PSAT1	2
cplx_HOMODIMER_PSPH	protein_PSPH	c	PSP_L	PSPH	2
cplx_MONOMER_PTEN	protein_PTEN	c	MI1345P3PP	PTEN	1
cplx_MONOMER_PTGES3	protein_PTGES3	c	PGE1S;PGE2S;PGE3S	PTGES3	1		ASSUMED MONOMER
cplx_HOMODIMER_PTGR1	protein_PTGR1	c	15KPGE1Ry;15KPGE2Ry;15KPGE3Ry;15KPGF1Ry;15KPGF2Ry;15KPGF3Ry	PTGR1	2
cplx_HOMODIMER_PTGS1	protein_PTGS1	c	PGG1S;PGG2S;PGG3S	PTGS1	2
cplx_HOMODIMER_PTGS2	protein_PTGS2	c	PGG1S;PGG2S;PGG3S	PTGS2	2
cplx_MONOMER_PTPA	protein_PTPA	c	PEPTDPROI	PTPA	1		ASSUMED MONOMER
cplx_MONOMER_PTPN1	protein_PTPN1	c	PROTYPP	PTPN1	1		ASSUMED MONOMER
cplx_MONOMER_PTPN11	protein_PTPN11	c	PROTYPP	PTPN11	1		ASSUMED MONOMER
cplx_MONOMER_PTPN3	protein_PTPN3	c	PROTYPP	PTPN3	1		ASSUMED MONOMER
cplx_MONOMER_PTPN6	protein_PTPN6	c	PROTYPP	PTPN6	1		ASSUMED MONOMER
cplx_HOMOHEXAMER_PTS	protein_PTS	c	PTHPS	PTS	6
cplx_MONOMER_PUDP	protein_PUDP	c	NTDPSUMP	PUDP	1
cplx_HOMODECAMER_PYCR3	protein_PYCR3	c	HPROy;P5CRx;P5CRy	PYCR3	10
cplx_HOMOTETRAMER_PYGB	protein_PYGB	c	GLPASE1;GLPASE2	PYGB	4
cplx_HOMOTETRAMER_PYGL	protein_PYGL	c	GLPASE1;GLPASE2	PYGL	4
cplx_HOMOTETRAMER_PYGM	protein_PYGM	c	GLPASE1;GLPASE2	PYGM	4
cplx_MONOMER_QARS1	protein_QARS1	c	GLNTRS	QARS1	1
