complex	subunits	compartment	reactions	genes	coefficients	cofactors	notes
cplx_HOMOTETRAMER_DCXR	protein_DCXR	c	XYLUR_Ly	DCXR	4
cplx_HOMOTRIMER_DDT	protein_DDT	c	DOPACHRMDC_D	DDT	3
cplx_MONOMER_DERA	protein_DERA	c	DRPA	DERA	1		ASSUMED MONOMER
cplx_COMPLEX_VCP_DERL1	protein_DERL1;protein_VCP	c	NTPA	DERL1;VCP	4;10
cplx_MONOMER_DGKA	protein_DGKA	c	DAGK;DAGOACK;DAGOK;MAGOK	DGKA	1
cplx_HOMODIMER_DHFR	protein_DHFR	c	DHFRy	DHFR	2
cplx_HOMOTETRAMER_DHRS11	protein_DHRS11	c	5ADHTRy;ANDRSTNDNRy;ESTRONEDHy;PRGSTRNRy	DHRS11	4
cplx_MONOMER_DNM2	protein_DNM2	c	NTPG	DNM2	1		ASSUMED MONOMER
cplx_MONOMER_DNM3	protein_DNM3	c	NTPG	DNM3	1		ASSUMED MONOMER
cplx_HOMODIMER_DNPH1	protein_DNPH1	c	DAMPNH;DCMPNH;DGMPNH;DIMPNH;DTMPNH;DUMPNH	DNPH1	2
cplx_HOMODIMER_DPYD	protein_DPYD	c	D5FURADy;DTHYMy;DURADy	DPYD	2
cplx_HOMODIMER_DTYMK	protein_DTYMK	c	DUMPK1;DUMPK2;DTMPK1;DTMPK2	DTYMK	2
cplx_MONOMER_DUSP23	protein_DUSP23	c	PROTSPP;PROTTPP;PROTYPP	DUSP23	1		ASSUMED MONOMER
cplx_HOMOTETRAMER_EBP	protein_EBP	c	CHLSTD78I;CHLSTI1	EBP	4
cplx_MONOMER_ECHDC1	protein_ECHDC1	c	EMCD;MMCD	ECHDC1	1		ASSUMED MONOMER
cplx_MONOMER_EEF2	protein_EEF2	c	NTPG	EEF2	1		ASSUMED MONOMER
cplx_HETEROTETRAMER_SLC16A1_EMB	protein_EMB;protein_SLC16A1	pm	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	EMB;SLC16A1	2;2
cplx_HETEROTETRAMER_SLC16A7_EMB	protein_EMB;protein_SLC16A7	pm	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	EMB;SLC16A7	2;2
cplx_HOMODIMER_ENO1	protein_ENO1	c	ENO	ENO1	2
cplx_HETERODIMER_ENO_AG	protein_ENO1;protein_ENO2	c	ENO	ENO1;ENO2	1;1
cplx_HETERODIMER_ENO_AB	protein_ENO1;protein_ENO3	c	ENO	ENO1;ENO3	1;1
cplx_HOMODIMER_ENO2	protein_ENO2	c	ENO	ENO2	2
cplx_HETERODIMER_ENO_BG	protein_ENO2;protein_ENO3	c	ENO	ENO2;ENO3	1;1
cplx_HOMODIMER_ENO3	protein_ENO3	c	ENO	ENO3	2
cplx_MONOMER_ENOPH1	protein_ENOPH1	c	ENOPH	ENOPH1	1
cplx_HOMODIMER_ENTPD1	protein_ENTPD1	pm	NDPADPe;NTPAe	ENTPD1	2
cplx_MONOMER_EPHX1	protein_EPHX1	c	EET1112EPHX;EET1314EPHX;EET56EPHX;EET89EPHX;EDP1011EPHX;EDP1314EPHX;EDP1617EPHX;EDP1920EPHX;EDP78EPHX;EEQ1112EPHX;EEQ1415EPHX;EEQ1718EPHX;EEQ56EPHX;EEQ89EPHX;EPOME1213EPHX;EPOME910EPHX	EPHX1	1		ASSUMED MONOMER
cplx_HOMODIMER_EPHX2	protein_EPHX2	c	EET1112EPHX;EET1314EPHX;EET56EPHX;EET89EPHX;EDP1011EPHX;EDP1314EPHX;EDP1617EPHX;EDP1920EPHX;EDP78EPHX;EEQ1112EPHX;EEQ1415EPHX;EEQ1718EPHX;EEQ56EPHX;EEQ89EPHX;EPOME1213EPHX;EPOME910EPHX	EPHX2	2
cplx_HOMODIMER_EPRS1	protein_EPRS1	c	GLUTRS;PROTRS	EPRS1	2
cplx_HOMODIMER_ESD	protein_ESD	c	AC4OACNAMDC;AC9OACNAMDC;SFGTH	ESD	2
cplx_MONOMER_FABP1	protein_FABP1	pm	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	FABP1	1		ASSUMED MONOMER
cplx_MONOMER_FABP5	protein_FABP5	pm	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	FABP5	1		ASSUMED MONOMER
cplx_COMPLEX_VCP_NPLOC4_UFD1_FAF1	protein_FAF1;protein_NPLOC4;protein_UFD1;protein_VCP	c	NTPA	FAF1;NPLOC4;UFD1;VCP	1;1;1;6
cplx_COMPLEX_VCP_FAF1	protein_FAF1;protein_VCP	c	NTPA	FAF1;VCP	3;6
cplx_COMPLEX_VCP_NPLOC4_UFD1_FAF2	protein_FAF2;protein_NPLOC4;protein_UFD1;protein_VCP	c	NTPA	FAF2;NPLOC4;UFD1;VCP	1;1;1;6
cplx_HOMODIMER_FAH	protein_FAH	c	FUMAC;FUMAC2	FAH	2
cplx_HOMODIMER_FAHD1	protein_FAHD1	c	OAADC	FAHD1	2
cplx_HETEROTETRAMER_FARS_A2B2	protein_FARSA;protein_FARSB	c	PHETRS	FARSA;FARSB	2;2
cplx_HOMODIMER_FASN	protein_FASN	c	ACOATA;FA120ACPH;FA140ACPH;FA160ACPH;FA180ACPH;MCOATA;3OHAACPDH1;3OHAACPDH2;3OHAACPDH3;3OHAACPDH4;3OHAACPDH5;3OHAACPDH6;3OHAACPDH7;3OHAACPDH8;3OXAACPR1y;3OXAACPR2y;3OXAACPR3y;3OXAACPR4y;3OXAACPR5y;3OXAACPR6y;3OXAACPR7y;3OXAACPR8y;BKAACPSYN1;BKAACPSYN2;BKAACPSYN3;BKAACPSYN4;BKAACPSYN5;BKAACPSYN6;BKAACPSYN7;BKAACPSYN8;EACPR1y;EACPR2y;EACPR3y;EACPR4y;EACPR5y;EACPR6y;EACPR7y;EACPR8y	FASN	2
cplx_MONOMER_FCSK	protein_FCSK	c	FK	FCSK	1		ASSUMED MONOMER
cplx_HOMODIMER_FDPS	protein_FDPS	c	DMATT;GRTT	FDPS	2
cplx_HOMOTETRAMER_FH	protein_FH	c	FUM	FH	4
cplx_MONOMER_FIG4	protein_FIG4	c	PI45P5P;PI345P5P;PI35P5P	FIG4	1
cplx_MONOMER_FKBP1A	protein_FKBP1A	c	PEPTDPROI	FKBP1A	1		ASSUMED MONOMER
cplx_MONOMER_FKBP2	protein_FKBP2	c	PEPTDPROI	FKBP2	1		ASSUMED MONOMER
cplx_MONOMER_FKBP3	protein_FKBP3	c	PEPTDPROI	FKBP3	1		ASSUMED MONOMER
cplx_MONOMER_FKBP4	protein_FKBP4	c	PEPTDPROI	FKBP4	1		ASSUMED MONOMER
cplx_MONOMER_FKBP5	protein_FKBP5	c	PEPTDPROI	FKBP5	1		ASSUMED MONOMER
cplx_HOMODIMER_FLAD1	protein_FLAD1	c	FMNAT	FLAD1	2
cplx_MONOMER_FLVCR1	protein_FLVCR1	pm	PHEMEt	FLVCR1	1		ASSUMED MONOMER
cplx_MONOMER_FN3K	protein_FN3K	c	FRU3K;PROTKFRU3K;PROTKRBLK	FN3K	1
cplx_MONOMER_FN3KRP	protein_FN3KRP	c	PROTKRBLK	FN3KRP	1		ASSUMED MONOMER
cplx_HOMODIMER_FTH1	protein_FTH1	c	FISC	FTH1	2
cplx_HETERODIMER_FTHL	protein_FTH1;protein_FTL	c	FISC	FTH1;FTL	1;1
cplx_HOMODIMER_FTL	protein_FTL	c	FISC	FTL	2
cplx_MONOMER_FUT1	protein_FUT1	c	FUTGLOBO1;FUTGAL2A;FUTINLC8CER1;FUTINLC8CER2;FUTLC4CER;FUTLC5CER;FUTNLC5CER;FUTNLC6CER;FUTNLC7CER;FUTPGBSIDE	FUT1	1		ASSUMED MONOMER
cplx_MONOMER_FXN	protein_FXN	c	FEROX	FXN	1		ASSUMED MONOMER
cplx_MONOMER_FYN	protein_FYN	c	PROTYK	FYN	1		ASSUMED MONOMER
cplx_HOMOTETRAMER_G6PD	protein_G6PD	c	G6PDH2	G6PD	4
cplx_HOMODIMER_GALE	protein_GALE	c	UDPG4E;UAG4E	GALE	2
cplx_HOMODIMER_GALK1	protein_GALK1	c	GALK	GALK1	2
cplx_MONOMER_GALK2	protein_GALK2	c	GALK	GALK2	1
cplx_MONOMER_GALM	protein_GALM	c	GALM;GLCM	GALM	1
cplx_MONOMER_GALNT10	protein_GALNT10	c	PROTSACGALT;PROTTACGALT	GALNT10	1		ASSUMED MONOMER
cplx_MONOMER_GALNT2	protein_GALNT2	c	PROTSACGALT;PROTTACGALT	GALNT2	1		ASSUMED MONOMER
cplx_MONOMER_GALNT4	protein_GALNT4	c	PROTSACGALT;PROTTACGALT	GALNT4	1		ASSUMED MONOMER
cplx_MONOMER_GALNT5	protein_GALNT5	c	PROTSACGALT;PROTTACGALT	GALNT5	1		ASSUMED MONOMER
cplx_MONOMER_GALNT6	protein_GALNT6	c	PROTSACGALT;PROTTACGALT	GALNT6	1		ASSUMED MONOMER
cplx_MONOMER_GALNT7	protein_GALNT7	c	PROTSACGALT;PROTTACGALT	GALNT7	1		ASSUMED MONOMER
cplx_HOMODIMER_GALT	protein_GALT	c	UGLT	GALT	2
cplx_HOMOTETRAMER_GAPDH	protein_GAPDH	c	GAPD;E4PD;NADHHR;NADHHS	GAPDH	4
cplx_HOMOTETRAMER_GAPDHS	protein_GAPDHS	c	GAPD	GAPDHS	4
cplx_HOMODIMER_GARS1	protein_GARS1	c	GLYTRS;AP4ASYN	GARS1	2
cplx_HOMODIMER_GART	protein_GART	c	GARFT;PRAGS;PRAIS	GART	2
cplx_MONOMER_GBE1	protein_GBE1	c	GLBRAN	GBE1	1
cplx_HOMODECAMER_GCH1	protein_GCH1	c	GTPCH1;GTPCH2;GTPCH3;GTPCH4	GCH1	10
cplx_HETERODIMER_GCL	protein_GCLC;protein_GCLM	c	GLUCYS;GLU2ABUTS	GCLC;GCLM	1;1
cplx_MONOMER_GCNT2	protein_GCNT2	c	ACGAMNT2	GCNT2	1		ASSUMED MONOMER
cplx_MONOMER_GDE1	protein_GDE1	c	GPDDA2;GPDDA3;GPDDA5;GPDDA6	GDE1	1		ASSUMED MONOMER
cplx_MONOMER_GDPD1	protein_GDPD1	c	LPCOLPLD;GPDDA6;LNAPELPLD;LPCLPLD;LPELPLD	GDPD1	1		ASSUMED MONOMER
cplx_HOMODIMER_GFUS	protein_GFUS	c	GFUCSx;GFUCSy	GFUS	2
cplx_HOMODIMER_GGCT	protein_GGCT	c	GGLUCTC;GGLUCT2ABUT	GGCT	2
cplx_HOMODIMER_GLO1	protein_GLO1	c	LGTHL	GLO1	2
cplx_MONOMER_GLRX	protein_GLRX	c	GRDX2CGTHR;GRDX2CGTHRDG;GTHNODN;SNOCYSDN	GLRX	1
cplx_COMPLEX_PRDX6_GLRX	protein_GLRX;protein_PRDX6	c	PRDX1GRDX2CDG	GLRX;PRDX6	1;2
cplx_COMPLEX_SRXN1_GLRX	protein_GLRX;protein_SRXN1	c	SRDX1GRDX2CDG	GLRX;SRXN1	1;1
cplx_HOMODECAMER_GLUL	protein_GLUL	c	GLNS	GLUL	10
cplx_MONOMER_GMDS	protein_GMDS	c	GMAND	GMDS	1		ASSUMED MONOMER
cplx_HETERODIMER_GMPPAB	protein_GMPPA;protein_GMPPB	c	MAN1PT	GMPPA;GMPPB	1;1
cplx_HOMOTETRAMER_GMPR	protein_GMPR	c	GMPR	GMPR	4
cplx_HOMOTETRAMER_GMPR2	protein_GMPR2	c	GMPR	GMPR2	4
cplx_HOMODIMER_GMPS	protein_GMPS	c	GMPS2;GLUN;THIOGMPS;THIOGMPS2;GMPS	GMPS	2
cplx_HOMOHEXAMER_GNPDA1	protein_GNPDA1	c	G6PDA	GNPDA1	6
cplx_HOMOHEXAMER_GNPDA2	protein_GNPDA2	c	G6PDA	GNPDA2	6
cplx_HOMODIMER_GOT1	protein_GOT1	c	UNK3;PHETA1;2ABUTTA;ASPTA;GOATA;EHGLAT;3SALATA;CYSTA;LCYSTAT;OPHGLXTA;OPHOXATA;GTHGLXTA;GTHOXATA;TYRTA	GOT1	2
cplx_HOMODIMER_GOT2	protein_GOT2	c	PHETA1;CYSTA;LCYSTAT;KYNAKGAT;TYRTA;3HKYNAKGAT	GOT2	2
cplx_MONOMER_GPCPD1	protein_GPCPD1	c	GPDDA1;GPDDA2	GPCPD1	1		ASSUMED MONOMER
cplx_HOMOTRIMER_GPHN	protein_GPHN	c	MPMOBDT;MPTAT	GPHN	3
cplx_HOMODIMER_GPI	protein_GPI	c	PGI;G6PM	GPI	2
cplx_HOMODIMER_GPT	protein_GPT	c	ALATA_L;VANILPYR	GPT	2
cplx_HOMOTETRAMER_GPX1	protein_GPX1	c	GTHP;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;HPODE13GTHR;HPODE9GTHR;PGG1GTHR;PGG2GTHR;PGG3GTHR;SELDIGTHOXy;SELGTHGTHR	GPX1	4
cplx_MONOMER_GPX4	protein_GPX4	c	GTHP;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;HPODE13GTHR;HPODE9GTHR;PGG1GTHR;PGG2GTHR;PGG3GTHR	GPX4	1
cplx_HOMODIMER_GRHPR	protein_GRHPR	c	HPYRRx_R;HPYRRy_R;GLYCLTDy;LALDO2x;LALDO2y	GRHPR	2
cplx_HOMOTETRAMER_GRIA1	protein_GRIA1	pm	CA2t;NAt;Kt1;LIt;MG2tec	GRIA1	4
cplx_MONOMER_GSK3A	protein_GSK3A	c	PROTSK;PROTTK	GSK3A	1
cplx_HOMODIMER_GSR	protein_GSR	c	GTHOy;GTHOx	GSR	2
cplx_HOMODIMER_GSS	protein_GSS	c	GTHS;GTHS2	GSS	2
cplx_HOMODIMER_GSTM1	protein_GSTM1	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM1	2
cplx_HOMODIMER_GSTM2	protein_GSTM2	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM2	2
cplx_HOMODIMER_GSTM3	protein_GSTM3	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM3	2
cplx_HOMODIMER_GSTM4	protein_GSTM4	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;GTHLEUKTRA4;GTHLEUKTRA5;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM4	2
cplx_HOMODIMER_GSTM5	protein_GSTM5	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTM5	2
cplx_HOMODIMER_GSTO1	protein_GSTO1	c	GTHDH;23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTO1	2
cplx_HOMODIMER_GSTP1	protein_GSTP1	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTP1	2
cplx_COMPLEX_PRDX6_GSTP1	protein_GSTP1;protein_PRDX6	c	PRDX1GTHG	GSTP1;PRDX6	2;2
cplx_HOMODIMER_GSTT1	protein_GSTT1	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	GSTT1	2
cplx_HOMODIMER_GSTZ1	protein_GSTZ1	c	MACACI	GSTZ1	2
cplx_HETERODIMER_GUCY1_A1B1	protein_GUCY1A1;protein_GUCY1B1	c	GUACYC;GUACYC2	GUCY1A1;GUCY1B1	1;1
cplx_MONOMER_GUK1	protein_GUK1	c	GK1;DGK1;DGK2;GK2;GK3;RBVMPK;THGMPK	GUK1	1
cplx_HOMOTETRAMER_GUSB	protein_GUSB	pm	E217BGLCRHYD	GUSB	4
cplx_HETEROOCTOMER_GYS1_GYG1	protein_GYG1;protein_GYS1	c	GGNG;GLGNS1	GYG1;GYS1	4;4
cplx_MONOMER_HACD3	protein_HACD3	c	FACOA3OHDH_20_11Z3OH;FACOA3OHDH_20_13Z3OH;FACOA3OHDH_20_8Z11Z3OH;FACOA3OHDH_20_9Z3OH;FACOA3OHDH_22_11Z3OH;FACOA3OHDH_22_13Z3OH;FACOA3OHDH_24_15Z3OH;FACOA3OHDH_26_17Z3OH;FACOA3OHDH_16_3OH;FACOA3OHDH_18_3OH;FACOA3OHDH_20_3OH;FACOA3OHDH_22_3OH;FACOA3OHDH_24_3OH;FACOA3OHDH_26_3OH;FACOA3OHDH_17_3OH;FACOA3OHDH_19_3OH;FACOA3OHDH_21_3OH;FACOA3OHDH_23_3OH;FACOA3OHDH_20_11Z14Z17Z3OH;FACOA3OHDH_20_5Z8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z19Z3OH;FACOA3OHDH_22_13Z16Z19Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH;FACOA3OHDH_24_12Z15Z18Z21Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH;FACOA3OHDH_20_11Z14Z3OH;FACOA3OHDH_20_8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z3OH;FACOA3OHDH_22_13Z16Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z3OH	HACD3	1		ASSUMED MONOMER
cplx_MONOMER_HAGH	protein_HAGH	c	GLYOX	HAGH	1
cplx_MONOMER_HAL	protein_HAL	c	HISD	HAL	1		ASSUMED MONOMER
cplx_HOMODIMER_HARS1	protein_HARS1	c	HISTRS	HARS1	2
cplx_MONOMER_HBA	protein_HBA	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBA	1
