#TCID	Subfamily	Family	Fam_abbreviation	Superfamily
1.A.105.1.3	1.A.105.1	1.A.105	MLKL	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.A.112.1.1	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.2	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.3	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.4	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.5	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.6	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.7	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.8	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.1.9	1.A.112.1	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.1	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.10	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.11	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.12	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.2	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.3	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.4	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.5	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.6	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.7	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.8	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.112.2.9	1.A.112.2	1.A.112	CNNM	CNNM/HlyC Superfamily
1.A.113.1.1	1.A.113.1	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.1.2	1.A.113.1	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.1.3	1.A.113.1	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.1.4	1.A.113.1	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.1.5	1.A.113.1	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.2.1	1.A.113.2	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.2.2	1.A.113.2	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.2.3	1.A.113.2	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.1	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.2	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.3	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.4	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.5	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.6	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.7	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.3.8	1.A.113.3	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.5.1	1.A.113.5	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.5.2	1.A.113.5	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.5.3	1.A.113.5	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.5.4	1.A.113.5	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.5.5	1.A.113.5	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.113.5.6	1.A.113.5	1.A.113	SIMP	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.116.1.1	1.A.116.1	1.A.116	PRRSV	Viroporin-3
1.A.116.1.2	1.A.116.1	1.A.116	PRRSV	Viroporin-3
1.A.116.1.3	1.A.116.1	1.A.116	PRRSV	Viroporin-3
1.A.116.1.4	1.A.116.1	1.A.116	PRRSV	Viroporin-3
1.A.116.1.5	1.A.116.1	1.A.116	PRRSV	Viroporin-3
1.A.116.1.6	1.A.116.1	1.A.116	PRRSV	Viroporin-3
1.A.116.1.7	1.A.116.1	1.A.116	PRRSV	Viroporin-3
1.A.117.1.1	1.A.117.1	1.A.117	M-protein	Viroporin-2
1.A.117.1.2	1.A.117.1	1.A.117	M-protein	Viroporin-2
1.A.117.1.3	1.A.117.1	1.A.117	M-protein	Viroporin-2
1.A.117.1.4	1.A.117.1	1.A.117	M-protein	Viroporin-2
1.A.117.1.5	1.A.117.1	1.A.117	M-protein	Viroporin-2
1.A.117.1.6	1.A.117.1	1.A.117	M-protein	Viroporin-2
1.A.117.1.7	1.A.117.1	1.A.117	M-protein	Viroporin-2
1.A.132.1.1	1.A.132.1	1.A.132	ACCP	Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
1.A.132.1.2	1.A.132.1	1.A.132	ACCP	Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
1.A.132.1.3	1.A.132.1	1.A.132	ACCP	Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily
1.A.138.1.1	1.A.138.1	1.A.138	Unx	Peroxisomal Peroxin/Unnexin (Pex/Unx) Superfamily
1.A.138.1.2	1.A.138.1	1.A.138	Unx	Peroxisomal Peroxin/Unnexin (Pex/Unx) Superfamily
1.A.138.1.3	1.A.138.1	1.A.138	Unx	Peroxisomal Peroxin/Unnexin (Pex/Unx) Superfamily
1.A.138.1.4	1.A.138.1	1.A.138	Unx	Peroxisomal Peroxin/Unnexin (Pex/Unx) Superfamily
1.A.138.1.5	1.A.138.1	1.A.138	Unx	Peroxisomal Peroxin/Unnexin (Pex/Unx) Superfamily
1.A.138.2.1	1.A.138.2	1.A.138	Unx	Peroxisomal Peroxin/Unnexin (Pex/Unx) Superfamily
1.A.16.1.1	1.A.16.1	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.1.2	1.A.16.1	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.1.3	1.A.16.1	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.1	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.2	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.3	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.4	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.5	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.6	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.7	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.8	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.2.9	1.A.16.2	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.3.1	1.A.16.3	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.3.2	1.A.16.3	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.3.3	1.A.16.3	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.3.4	1.A.16.3	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.3.5	1.A.16.3	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.4.1	1.A.16.4	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.4.2	1.A.16.4	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.4.3	1.A.16.4	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.5.1	1.A.16.5	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.16.5.2	1.A.16.5	1.A.16	FNT	Major Intrinsic Protein (MIP) Superfamily
1.A.17.1.1	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.10	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.11	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.12	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.13	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.14	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.15	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.16	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.17	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.18	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.19	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.2	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.20	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.21	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.22	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.23	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.24	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.25	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.26	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.27	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.28	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.29	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.3	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.30	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.31	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.4	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.5	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.6	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.7	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.8	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.1.9	1.A.17.1	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.2.1	1.A.17.2	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.2.2	1.A.17.2	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.2.3	1.A.17.2	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.2.4	1.A.17.2	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.2.5	1.A.17.2	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.2.6	1.A.17.2	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.1	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.10	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.11	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.12	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.13	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.14	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.15	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.2	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.3	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.4	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.5	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.6	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.7	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.8	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.3.9	1.A.17.3	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.1	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.10	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.11	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.12	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.13	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.14	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.15	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.16	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.17	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.18	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.2	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.3	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.4	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.5	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.6	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.7	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.8	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.4.9	1.A.17.4	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.1	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.10	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.11	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.12	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.13	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.14	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.15	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.16	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.17	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.18	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.19	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.2	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.20	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.21	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.22	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.23	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.3	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.4	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.5	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.6	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.7	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.8	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.5.9	1.A.17.5	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.1	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.10	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.2	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.3	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.4	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.5	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.6	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.7	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.8	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.6.9	1.A.17.6	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.7.1	1.A.17.7	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.7.2	1.A.17.7	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.7.3	1.A.17.7	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.7.4	1.A.17.7	1.A.17	CaClC	Anoctamin Superfamily
1.A.17.7.5	1.A.17.7	1.A.17	CaClC	Anoctamin Superfamily
1.A.19.1.1	1.A.19.1	1.A.19	M2-C	Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.19.1.2	1.A.19.1	1.A.19	M2-C	Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.19.1.3	1.A.19.1	1.A.19	M2-C	Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.19.1.4	1.A.19.1	1.A.19	M2-C	Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.19.2.1	1.A.19.2	1.A.19	M2-C	Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.2.1.1	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.10	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.11	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.12	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.13	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.14	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.15	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.16	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.17	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.18	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.19	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.2	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.3	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.4	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.5	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.6	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.7	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.8	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.1.9	1.A.2.1	1.A.2	IRK-C	VIC Superfamily
1.A.2.2.1	1.A.2.2	1.A.2	IRK-C	VIC Superfamily
1.A.2.2.2	1.A.2.2	1.A.2	IRK-C	VIC Superfamily
1.A.2.2.3	1.A.2.2	1.A.2	IRK-C	VIC Superfamily
1.A.2.2.4	1.A.2.2	1.A.2	IRK-C	VIC Superfamily
1.A.2.2.5	1.A.2.2	1.A.2	IRK-C	VIC Superfamily
1.A.2.2.6	1.A.2.2	1.A.2	IRK-C	VIC Superfamily
1.A.21.1.1	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.10	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.11	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.12	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.13	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.2	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.3	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.4	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.5	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.6	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.7	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.8	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.1.9	1.A.21.1	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.2.1	1.A.21.2	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.2.2	1.A.21.2	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.2.3	1.A.21.2	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.2.4	1.A.21.2	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.21.2.5	1.A.21.2	1.A.21	Bcl-2	Bcl-2 Superfamily
1.A.24.1.1	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.10	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.11	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.12	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.13	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.14	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.15	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.16	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.2	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.3	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.4	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.5	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.6	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.7	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.8	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.1.9	1.A.24.1	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.2.1	1.A.24.2	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.2.2	1.A.24.2	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.2.3	1.A.24.2	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.2.4	1.A.24.2	1.A.24	Connexin	Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.25.1.1	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.10	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.11	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.12	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.13	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.14	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.15	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.2	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.3	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.4	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.5	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.6	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.7	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.8	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.9	1.A.25.1	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.1	1.A.25.2	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.2	1.A.25.2	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.3	1.A.25.2	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.4	1.A.25.2	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.5	1.A.25.2	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.1	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.2	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.3	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.4	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.5	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.6	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.7	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.8	1.A.25.3	1.A.25	Innexin	Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.27.1.1	1.A.27.1	1.A.27	PLM	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.2	1.A.27.1	1.A.27	PLM	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.3	1.A.27.1	1.A.27	PLM	Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.4	1.A.27.1	1.A.27	PLM	Phospholemman/SIMP/Viroporin (PSV) Superfamily
