#TCID	Subfamily	Family	Fam_abbreviation	Superfamily
1.B.89.1.18	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.19	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.2	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.20	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.21	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.3	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.4	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.5	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.6	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.7	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.8	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.1.9	1.B.89.1	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.2.1	1.B.89.2	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.2.2	1.B.89.2	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.2.3	1.B.89.2	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.89.2.4	1.B.89.2	1.B.89	GjpA	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.9.1.1	1.B.9.1	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.1.2	1.B.9.1	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.1.3	1.B.9.1	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.1.4	1.B.9.1	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.1.5	1.B.9.1	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.1.6	1.B.9.1	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.2.1	1.B.9.2	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.2.2	1.B.9.2	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.2.3	1.B.9.2	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.2.4	1.B.9.2	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.3.1	1.B.9.3	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.3.2	1.B.9.3	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.3.3	1.B.9.3	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.1	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.2	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.3	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.4	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.5	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.6	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.7	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.9.4.8	1.B.9.4	1.B.9	FadL	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.1	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.2	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.3	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.4	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.5	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.6	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.7	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.1.8	1.B.92.1	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.92.2.1	1.B.92.2	1.B.92	NilB	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.94.1.1	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.94.1.2	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.94.1.3	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.94.1.4	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.94.1.5	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.94.1.6	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.94.1.7	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.94.1.8	1.B.94.1	1.B.94	PPE	Actinobacterial Outer Membrane Porin (A-OMP) Superfamily
1.B.95.1.1	1.B.95.1	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.1.2	1.B.95.1	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.1.3	1.B.95.1	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.2.1	1.B.95.2	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.2.2	1.B.95.2	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.2.3	1.B.95.2	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.3.1	1.B.95.3	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.3.2	1.B.95.3	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.3.3	1.B.95.3	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.3.4	1.B.95.3	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.3.5	1.B.95.3	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.3.6	1.B.95.3	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.4.1	1.B.95.4	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.4.2	1.B.95.4	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.4.3	1.B.95.4	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.4.4	1.B.95.4	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.5.1	1.B.95.5	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.5.2	1.B.95.5	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.B.95.5.3	1.B.95.5	1.B.95	YaiO	Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily
1.C.102.1.1	1.C.102.1	1.C.102	Cerein	Bacterial Bacteriocin (BB) Superfamily
1.C.102.1.2	1.C.102.1	1.C.102	Cerein	Bacterial Bacteriocin (BB) Superfamily
1.C.104.1.1	1.C.104.1	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.1.2	1.C.104.1	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.1.3	1.C.104.1	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.1.4	1.C.104.1	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.1.5	1.C.104.1	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.1.6	1.C.104.1	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.1.7	1.C.104.1	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.2.1	1.C.104.2	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.2.2	1.C.104.2	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.2.3	1.C.104.2	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.2.4	1.C.104.2	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.2.5	1.C.104.2	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.3.1	1.C.104.3	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.104.3.2	1.C.104.3	1.C.104	HET-s	Ankyrin Repeat Domain-containing (Ank) Superfamily
1.C.105.1.1	1.C.105.1	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.1.2	1.C.105.1	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.1.3	1.C.105.1	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.1	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.10	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.11	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.12	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.13	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.14	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.15	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.16	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.17	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.2	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.3	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.4	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.5	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.6	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.7	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.8	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.105.2.9	1.C.105.2	1.C.105	Vip3	RTX-toxin Superfamily
1.C.11.1.1	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.2	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.3	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.4	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.5	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.6	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.7	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.8	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.11.1.9	1.C.11.1	1.C.11	RTX-toxin	RTX-toxin Superfamily
1.C.119.1.1	1.C.119.1	1.C.119	Aegerolysin	Pleurotolysin Superfamily
1.C.119.1.2	1.C.119.1	1.C.119	Aegerolysin	Pleurotolysin Superfamily
1.C.119.1.3	1.C.119.1	1.C.119	Aegerolysin	Pleurotolysin Superfamily
1.C.119.1.4	1.C.119.1	1.C.119	Aegerolysin	Pleurotolysin Superfamily
1.C.119.1.5	1.C.119.1	1.C.119	Aegerolysin	Pleurotolysin Superfamily
1.C.119.1.6	1.C.119.1	1.C.119	Aegerolysin	Pleurotolysin Superfamily
1.C.123.1.1	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.10	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.11	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.2	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.3	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.4	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.5	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.6	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.7	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.8	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.1.9	1.C.123.1	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.2.1	1.C.123.2	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.2.2	1.C.123.2	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.2.3	1.C.123.2	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.2.4	1.C.123.2	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.3.1	1.C.123.3	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.3.2	1.C.123.3	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.123.3.3	1.C.123.3	1.C.123	Gasdermin	Gasdermin Superfamily
1.C.124.1.1	1.C.124.1	1.C.124	Pin	Cecropin Superfamily
1.C.124.1.2	1.C.124.1	1.C.124	Pin	Cecropin Superfamily
1.C.124.1.3	1.C.124.1	1.C.124	Pin	Cecropin Superfamily
1.C.124.1.4	1.C.124.1	1.C.124	Pin	Cecropin Superfamily
1.C.124.1.5	1.C.124.1	1.C.124	Pin	Cecropin Superfamily
1.C.124.1.6	1.C.124.1	1.C.124	Pin	Cecropin Superfamily
1.C.124.2.1	1.C.124.2	1.C.124	Pin	Cecropin Superfamily
1.C.126.1.1	1.C.126.1	1.C.126	HlyC	CNNM/HlyC Superfamily
1.C.126.1.2	1.C.126.1	1.C.126	HlyC	CNNM/HlyC Superfamily
1.C.126.1.3	1.C.126.1	1.C.126	HlyC	CNNM/HlyC Superfamily
1.C.126.1.4	1.C.126.1	1.C.126	HlyC	CNNM/HlyC Superfamily
1.C.13.1.1	1.C.13.1	1.C.13	Ctx	Aerolysin Superfamily
1.C.13.1.2	1.C.13.1	1.C.13	Ctx	Aerolysin Superfamily
1.C.13.1.3	1.C.13.1	1.C.13	Ctx	Aerolysin Superfamily
1.C.13.1.4	1.C.13.1	1.C.13	Ctx	Aerolysin Superfamily
1.C.13.1.5	1.C.13.1	1.C.13	Ctx	Aerolysin Superfamily
1.C.13.1.6	1.C.13.1	1.C.13	Ctx	Aerolysin Superfamily
1.C.132.1.1	1.C.132.1	1.C.132	TseL	Lipase/Toxin Superfamily
1.C.132.1.2	1.C.132.1	1.C.132	TseL	Lipase/Toxin Superfamily
1.C.132.1.3	1.C.132.1	1.C.132	TseL	Lipase/Toxin Superfamily
1.C.132.1.4	1.C.132.1	1.C.132	TseL	Lipase/Toxin Superfamily
1.C.132.1.5	1.C.132.1	1.C.132	TseL	Lipase/Toxin Superfamily
1.C.132.1.6	1.C.132.1	1.C.132	TseL	Lipase/Toxin Superfamily
1.C.132.1.7	1.C.132.1	1.C.132	TseL	Lipase/Toxin Superfamily
1.C.137.1.1	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.10	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.11	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.12	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.13	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.14	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.15	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.16	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.2	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.3	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.4	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.5	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.6	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.7	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.8	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.1.9	1.C.137.1	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.2.1	1.C.137.2	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.2.2	1.C.137.2	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.2.3	1.C.137.2	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.2.4	1.C.137.2	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.3.1	1.C.137.3	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.3.2	1.C.137.3	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.3.3	1.C.137.3	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.4.1	1.C.137.4	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.4.2	1.C.137.4	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.5.1	1.C.137.5	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.5.2	1.C.137.5	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.5.3	1.C.137.5	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.5.4	1.C.137.5	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.6.1	1.C.137.6	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.6.2	1.C.137.6	1.C.137	B-Gas	Gasdermin Superfamily
1.C.137.6.3	1.C.137.6	1.C.137	B-Gas	Gasdermin Superfamily
1.C.14.1.1	1.C.14.1	1.C.14	CHL	Aerolysin Superfamily
1.C.14.1.2	1.C.14.1	1.C.14	CHL	Aerolysin Superfamily
1.C.14.1.3	1.C.14.1	1.C.14	CHL	Aerolysin Superfamily
1.C.14.1.4	1.C.14.1	1.C.14	CHL	Aerolysin Superfamily
1.C.14.1.5	1.C.14.1	1.C.14	CHL	Aerolysin Superfamily
1.C.14.1.6	1.C.14.1	1.C.14	CHL	Aerolysin Superfamily
1.C.14.1.7	1.C.14.1	1.C.14	CHL	Aerolysin Superfamily
1.C.17.1.1	1.C.17.1	1.C.17	Cecropin	Cecropin Superfamily
1.C.17.1.2	1.C.17.1	1.C.17	Cecropin	Cecropin Superfamily
1.C.17.1.3	1.C.17.1	1.C.17	Cecropin	Cecropin Superfamily
1.C.17.1.4	1.C.17.1	1.C.17	Cecropin	Cecropin Superfamily
1.C.17.1.5	1.C.17.1	1.C.17	Cecropin	Cecropin Superfamily
1.C.17.2.1	1.C.17.2	1.C.17	Cecropin	Cecropin Superfamily
1.C.17.2.2	1.C.17.2	1.C.17	Cecropin	Cecropin Superfamily
1.C.17.3.1	1.C.17.3	1.C.17	Cecropin	Cecropin Superfamily
1.C.18.1.1	1.C.18.1	1.C.18	Melittin	Cecropin Superfamily
1.C.18.1.2	1.C.18.1	1.C.18	Melittin	Cecropin Superfamily
1.C.18.1.3	1.C.18.1	1.C.18	Melittin	Cecropin Superfamily
1.C.18.1.4	1.C.18.1	1.C.18	Melittin	Cecropin Superfamily
1.C.19.1.1	1.C.19.1	1.C.19	Defensin	Defensin Superfamily
1.C.19.1.2	1.C.19.1	1.C.19	Defensin	Defensin Superfamily
1.C.19.1.3	1.C.19.1	1.C.19	Defensin	Defensin Superfamily
1.C.19.1.4	1.C.19.1	1.C.19	Defensin	Defensin Superfamily
1.C.19.1.5	1.C.19.1	1.C.19	Defensin	Defensin Superfamily
1.C.19.1.6	1.C.19.1	1.C.19	Defensin	Defensin Superfamily
1.C.19.1.7	1.C.19.1	1.C.19	Defensin	Defensin Superfamily
1.C.21.1.1	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.10	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.2	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.3	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.4	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.5	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.6	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.7	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.8	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.1.9	1.C.21.1	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.2.1	1.C.21.2	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.2.2	1.C.21.2	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.2.3	1.C.21.2	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.2.4	1.C.21.2	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.2.5	1.C.21.2	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.2.6	1.C.21.2	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.21.2.7	1.C.21.2	1.C.21	Lacticin 481	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.22.1.1	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.10	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.2	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.3	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.4	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.5	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.6	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.7	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.8	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.22.1.9	1.C.22.1	1.C.22	Lactococcin A	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.1	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.10	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.11	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.12	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.13	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.14	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.15	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.16	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.2	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.3	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.4	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.5	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.6	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.7	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.8	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.24.1.9	1.C.24.1	1.C.24	Pediocin	Bacterial Bacteriocin (BB) Superfamily
1.C.26.1.1	1.C.26.1	1.C.26	Lactacin X	Bacterial Bacteriocin (BB) Superfamily
1.C.26.1.2	1.C.26.1	1.C.26	Lactacin X	Bacterial Bacteriocin (BB) Superfamily
1.C.26.1.3	1.C.26.1	1.C.26	Lactacin X	Bacterial Bacteriocin (BB) Superfamily
1.C.27.1.1	1.C.27.1	1.C.27	Divergicin A	Bacterial Bacteriocin (BB) Superfamily
1.C.27.1.2	1.C.27.1	1.C.27	Divergicin A	Bacterial Bacteriocin (BB) Superfamily
1.C.27.1.3	1.C.27.1	1.C.27	Divergicin A	Bacterial Bacteriocin (BB) Superfamily
1.C.28.1.1	1.C.28.1	1.C.28	Bacteriocin AS-48	Circular Bacterial Bacteriocin (CBB) Superfamily
1.C.28.2.1	1.C.28.2	1.C.28	Bacteriocin AS-48	Circular Bacterial Bacteriocin (CBB) Superfamily
1.C.28.3.1	1.C.28.3	1.C.28	Bacteriocin AS-48	Circular Bacterial Bacteriocin (CBB) Superfamily
1.C.28.3.2	1.C.28.3	1.C.28	Bacteriocin AS-48	Circular Bacterial Bacteriocin (CBB) Superfamily
1.C.28.4.1	1.C.28.4	1.C.28	Bacteriocin AS-48	Circular Bacterial Bacteriocin (CBB) Superfamily
1.C.28.5.1	1.C.28.5	1.C.28	Bacteriocin AS-48	Circular Bacterial Bacteriocin (CBB) Superfamily
