enzyme	enzyme_keff	reactions	direction
enzyme_CYSMMARGNaEx_fwd	234000.0	CYSMMARGNaEx	cys__L_e + mmarg__L_c + na1_e --> cys__L_c + mmarg__L_e + na1_c
enzyme_CYSMMARGNaEx_rev	234000.0	CYSMMARGNaEx	cys__L_e + mmarg__L_c + na1_e <-- cys__L_c + mmarg__L_e + na1_c
enzyme_CYSORNNaEx_fwd	234000.0	CYSORNNaEx	na1_e + orn__L_c + pro__L_e --> na1_c + orn__L_e + pro__L_c
enzyme_CYSORNNaEx_rev	234000.0	CYSORNNaEx	na1_e + orn__L_c + pro__L_e <-- na1_c + orn__L_e + pro__L_c
enzyme_CYSPHEex_fwd	234000.0	CYSPHEex	cys__L_c + phe__L_e --> cys__L_e + phe__L_c
enzyme_CYSPHEex_rev	234000.0	CYSPHEex	cys__L_c + phe__L_e <-- cys__L_e + phe__L_c
enzyme_CYSPROex_fwd	234000.0	CYSPROex	cys__L_c + pro__L_e --> cys__L_e + pro__L_c
enzyme_CYSPROex_rev	234000.0	CYSPROex	cys__L_c + pro__L_e <-- cys__L_e + pro__L_c
enzyme_CYSSERNaEx_fwd	234000.0	CYSSERNaEx	cys__L_e + na1_e + ser__L_c --> cys__L_c + na1_c + ser__L_e
enzyme_CYSSERNaEx_rev	234000.0	CYSSERNaEx	cys__L_e + na1_e + ser__L_c <-- cys__L_c + na1_c + ser__L_e
enzyme_CYSSERex_fwd	234000.0	CYSSERex	cys__L_c + ser__L_e --> cys__L_e + ser__L_c
enzyme_CYSSERex_rev	234000.0	CYSSERex	cys__L_c + ser__L_e <-- cys__L_e + ser__L_c
enzyme_CYSTA_fwd	234000.0	CYSTA	akg_c + cys__L_c --> glu__L_c + mercppyr_c
enzyme_CYSTA_rev	234000.0	CYSTA	akg_c + cys__L_c <-- glu__L_c + mercppyr_c
enzyme_CYSTHRNaEx_fwd	234000.0	CYSTHRNaEx	cys__L_e + na1_e + thr__L_c --> cys__L_c + na1_c + thr__L_e
enzyme_CYSTHRNaEx_rev	234000.0	CYSTHRNaEx	cys__L_e + na1_e + thr__L_c <-- cys__L_c + na1_c + thr__L_e
enzyme_CYSTHRex_fwd	234000.0	CYSTHRex	cys__L_c + thr__L_e --> cys__L_e + thr__L_c
enzyme_CYSTHRex_rev	234000.0	CYSTHRex	cys__L_c + thr__L_e <-- cys__L_e + thr__L_c
enzyme_CYSTL1_fwd	234000.0	CYSTL1	cyst__L_c --> 2abuten_c + cys__L_c
enzyme_CYSTL1_rev	234000.0	CYSTL1	cyst__L_c <-- 2abuten_c + cys__L_c
enzyme_CYSTL2_fwd	234000.0	CYSTL2	cyst__L_c --> 2amac_c + hcys__L_c
enzyme_CYSTL2_rev	234000.0	CYSTL2	cyst__L_c <-- 2amac_c + hcys__L_c
enzyme_CYSTRDX_fwd	234000.0	CYSTRDX	cysi__L_c + trdxrd_c --> 2.0 cys__L_c + trdxox_c
enzyme_CYSTRDX_rev	234000.0	CYSTRDX	cysi__L_c + trdxrd_c <-- 2.0 cys__L_c + trdxox_c
enzyme_CYSTRPex_fwd	234000.0	CYSTRPex	cys__L_c + trp__L_e --> cys__L_e + trp__L_c
enzyme_CYSTRPex_rev	234000.0	CYSTRPex	cys__L_c + trp__L_e <-- cys__L_e + trp__L_c
enzyme_CYSTYRex_fwd	234000.0	CYSTYRex	cys__L_c + tyr__L_e --> cys__L_e + tyr__L_c
enzyme_CYSTYRex_rev	234000.0	CYSTYRex	cys__L_c + tyr__L_e <-- cys__L_e + tyr__L_c
enzyme_CYSVALex_fwd	234000.0	CYSVALex	cys__L_c + val__L_e --> cys__L_e + val__L_c
enzyme_CYSVALex_rev	234000.0	CYSVALex	cys__L_c + val__L_e <-- cys__L_e + val__L_c
enzyme_CYS_Cltex_fwd	234000.0	CYS_Cltex	cl_c + cys__L_e --> cl_e + cys__L_c
enzyme_CYS_Cltex_rev	234000.0	CYS_Cltex	cl_c + cys__L_e <-- cl_e + cys__L_c
enzyme_CYStec_fwd	234000.0	CYStec	cys__L_c --> cys__L_e
enzyme_CYStec_rev	234000.0	CYStec	cys__L_c <-- cys__L_e
enzyme_CYTB5ASCBR_fwd	234000.0	CYTB5ASCBR	focytb5_c + h_c + mdhdascb__L_c --> ascb__L_c + ficytb5_c
enzyme_CYTB5ASCBR_rev	234000.0	CYTB5ASCBR	focytb5_c + h_c + mdhdascb__L_c <-- ascb__L_c + ficytb5_c
enzyme_CYTBFADSD5_20_8Z11Z14Z17Z_fwd	234000.0	CYTBFADSD5_20_8Z11Z14Z17Z	FAcoa_hs_20_8Z11Z14Z17Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_20_5Z8Z11Z14Z17Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD5_20_8Z11Z14Z17Z_rev	234000.0	CYTBFADSD5_20_8Z11Z14Z17Z	FAcoa_hs_20_8Z11Z14Z17Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_20_5Z8Z11Z14Z17Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD5_20_8Z11Z14Z_fwd	234000.0	CYTBFADSD5_20_8Z11Z14Z	FAcoa_hs_20_8Z11Z14Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_20_5Z8Z11Z14Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD5_20_8Z11Z14Z_rev	234000.0	CYTBFADSD5_20_8Z11Z14Z	FAcoa_hs_20_8Z11Z14Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_20_5Z8Z11Z14Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_18_9Z12Z15Z_fwd	234000.0	CYTBFADSD6_18_9Z12Z15Z	FAcoa_hs_18_9Z12Z15Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_18_6Z9Z12Z15Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_18_9Z12Z15Z_rev	234000.0	CYTBFADSD6_18_9Z12Z15Z	FAcoa_hs_18_9Z12Z15Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_18_6Z9Z12Z15Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_18_9Z12Z_fwd	234000.0	CYTBFADSD6_18_9Z12Z	FAcoa_hs_18_9Z12Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_18_6Z9Z12Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_18_9Z12Z_rev	234000.0	CYTBFADSD6_18_9Z12Z	FAcoa_hs_18_9Z12Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_18_6Z9Z12Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_18_9Z_fwd	234000.0	CYTBFADSD6_18_9Z	FAcoa_hs_18_9Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_18_9Z12Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_18_9Z_rev	234000.0	CYTBFADSD6_18_9Z	FAcoa_hs_18_9Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_18_9Z12Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_20_11Z14Z17Z_fwd	234000.0	CYTBFADSD6_20_11Z14Z17Z	FAcoa_hs_20_11Z14Z17Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_20_8Z11Z14Z17Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_20_11Z14Z17Z_rev	234000.0	CYTBFADSD6_20_11Z14Z17Z	FAcoa_hs_20_11Z14Z17Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_20_8Z11Z14Z17Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_20_11Z14Z_fwd	234000.0	CYTBFADSD6_20_11Z14Z	FAcoa_hs_20_11Z14Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_20_8Z11Z14Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD6_20_11Z14Z_rev	234000.0	CYTBFADSD6_20_11Z14Z	FAcoa_hs_20_11Z14Z_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_20_8Z11Z14Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD9_16_0_fwd	234000.0	CYTBFADSD9_16_0	FAcoa_hs_16_0_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_16_9Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD9_16_0_rev	234000.0	CYTBFADSD9_16_0	FAcoa_hs_16_0_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_16_9Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD9_18_0_fwd	234000.0	CYTBFADSD9_18_0	FAcoa_hs_18_0_c + 2.0 focytb5_c + 2.0 h_c + o2_c --> FAcoa_hs_18_9Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTBFADSD9_18_0_rev	234000.0	CYTBFADSD9_18_0	FAcoa_hs_18_0_c + 2.0 focytb5_c + 2.0 h_c + o2_c <-- FAcoa_hs_18_9Z_c + 2.0 ficytb5_c + 2.0 h2o_c
enzyme_CYTDt_fwd	234000.0	CYTDt	cytd_c --> cytd_e
enzyme_CYTDt_rev	234000.0	CYTDt	cytd_c <-- cytd_e
enzyme_CYTK13_fwd	234000.0	CYTK13	datp_c + dcmp_c --> dadp_c + dcdp_c
enzyme_CYTK13_rev	234000.0	CYTK13	datp_c + dcmp_c <-- dadp_c + dcdp_c
enzyme_CYTK1_fwd	234000.0	CYTK1	atp_c + cmp_c --> adp_c + cdp_c
enzyme_CYTK1_rev	234000.0	CYTK1	atp_c + cmp_c <-- adp_c + cdp_c
enzyme_CYTK2_fwd	234000.0	CYTK2	atp_c + dcmp_c --> adp_c + dcdp_c
enzyme_CYTK2_rev	234000.0	CYTK2	atp_c + dcmp_c <-- adp_c + dcdp_c
enzyme_CYTK8_fwd	234000.0	CYTK8	cmp_c + datp_c --> cdp_c + dadp_c
enzyme_CYTK8_rev	234000.0	CYTK8	cmp_c + datp_c <-- cdp_c + dadp_c
enzyme_ClFORtex2_fwd	234000.0	ClFORtex2	2.0 cl_e + for_c --> 2.0 cl_c + for_e
enzyme_ClFORtex2_rev	234000.0	ClFORtex2	2.0 cl_e + for_c <-- 2.0 cl_c + for_e
enzyme_ClHCO3tex2_fwd	234000.0	ClHCO3tex2	2.0 cl_e + hco3_c --> 2.0 cl_c + hco3_e
enzyme_ClHCO3tex2_rev	234000.0	ClHCO3tex2	2.0 cl_e + hco3_c <-- 2.0 cl_c + hco3_e
enzyme_ClOHtex2_fwd	234000.0	ClOHtex2	2.0 cl_e + oh1_c --> 2.0 cl_c + oh1_e
enzyme_ClOHtex2_rev	234000.0	ClOHtex2	2.0 cl_e + oh1_c <-- 2.0 cl_c + oh1_e
enzyme_ClOXAtex2_fwd	234000.0	ClOXAtex2	2.0 cl_e + oxa_c --> 2.0 cl_c + oxa_e
enzyme_ClOXAtex2_rev	234000.0	ClOXAtex2	2.0 cl_e + oxa_c <-- 2.0 cl_c + oxa_e
enzyme_Cl_OH1tex_fwd	234000.0	Cl_OH1tex	cl_c + oh1_e --> cl_e + oh1_c
enzyme_Cl_OH1tex_rev	234000.0	Cl_OH1tex	cl_c + oh1_e <-- cl_e + oh1_c
enzyme_Cl_PItex_fwd	234000.0	Cl_PItex	cl_c + pi_e --> cl_e + pi_c
enzyme_Cl_PItex_rev	234000.0	Cl_PItex	cl_c + pi_e <-- cl_e + pi_c
enzyme_Clt_fwd	234000.0	Clt	cl_c --> cl_e
enzyme_Clt_rev	234000.0	Clt	cl_c <-- cl_e
enzyme_D5FURADy_fwd	234000.0	D5FURADy	5flura_c + h_c + nadph_c --> 56dh5flura_c + nadp_c
enzyme_D5FURADy_rev	234000.0	D5FURADy	5flura_c + h_c + nadph_c <-- 56dh5flura_c + nadp_c
enzyme_DADA_fwd	234000.0	DADA	2dadn_c + h2o_c + h_c --> 2dins_c + nh4_c
enzyme_DADA_rev	234000.0	DADA	2dadn_c + h2o_c + h_c <-- 2dins_c + nh4_c
enzyme_DADK1_fwd	234000.0	DADK1	atp_c + damp_c --> adp_c + dadp_c
enzyme_DADK1_rev	234000.0	DADK1	atp_c + damp_c <-- adp_c + dadp_c
enzyme_DADK3_fwd	234000.0	DADK3	damp_c + gtp_c --> dadp_c + gdp_c
enzyme_DADK3_rev	234000.0	DADK3	damp_c + gtp_c <-- dadp_c + gdp_c
enzyme_DADK4_fwd	234000.0	DADK4	damp_c + itp_c --> dadp_c + idp_c
enzyme_DADK4_rev	234000.0	DADK4	damp_c + itp_c <-- dadp_c + idp_c
enzyme_DADK5_fwd	234000.0	DADK5	ctp_c + damp_c --> cdp_c + dadp_c
enzyme_DADK5_rev	234000.0	DADK5	ctp_c + damp_c <-- cdp_c + dadp_c
enzyme_DADK6_fwd	234000.0	DADK6	damp_c + utp_c --> dadp_c + udp_c
enzyme_DADK6_rev	234000.0	DADK6	damp_c + utp_c <-- dadp_c + udp_c
enzyme_DADK7_fwd	234000.0	DADK7	damp_c + thmtp_c --> dadp_c + thmpp_c
enzyme_DADK7_rev	234000.0	DADK7	damp_c + thmtp_c <-- dadp_c + thmpp_c
enzyme_DADNK1_fwd	234000.0	DADNK1	2dadn_c + atp_c --> adp_c + damp_c + h_c
enzyme_DADNK1_rev	234000.0	DADNK1	2dadn_c + atp_c <-- adp_c + damp_c + h_c
enzyme_DAGK_fwd	234000.0	DAGK	atp_c + dag_hs_c --> adp_c + h_c + pa_hs_c
enzyme_DAGK_rev	234000.0	DAGK	atp_c + dag_hs_c <-- adp_c + h_c + pa_hs_c
enzyme_DAGL1_fwd	234000.0	DAGL1	dag_hs_c + h2o_c --> FA_hs_c + h_c + mag2_hs_c
enzyme_DAGL1_rev	234000.0	DAGL1	dag_hs_c + h2o_c <-- FA_hs_c + h_c + mag2_hs_c
enzyme_DAGL2_fwd	234000.0	DAGL2	dag_hs_c + h2o_c --> FA_hs_c + h_c + mag_hs_c
enzyme_DAGL2_rev	234000.0	DAGL2	dag_hs_c + h2o_c <-- FA_hs_c + h_c + mag_hs_c
enzyme_DAGOACK_fwd	234000.0	DAGOACK	atp_c + dagoac_hs_c --> adp_c + h_c + paoac_hs_c
enzyme_DAGOACK_rev	234000.0	DAGOACK	atp_c + dagoac_hs_c <-- adp_c + h_c + paoac_hs_c
enzyme_DAGOK_fwd	234000.0	DAGOK	atp_c + dago_hs_c --> adp_c + h_c + pao_hs_c
enzyme_DAGOK_rev	234000.0	DAGOK	atp_c + dago_hs_c <-- adp_c + h_c + pao_hs_c
enzyme_DAMPNH_fwd	234000.0	DAMPNH	damp_c + h2o_c --> 2dr5p_c + ade_c
enzyme_DAMPNH_rev	234000.0	DAMPNH	damp_c + h2o_c <-- 2dr5p_c + ade_c
enzyme_DGCHOGTHABCte_fwd	234000.0	DGCHOGTHABCte	atp_c + dgchol_c + gthrd_c + h2o_c --> adp_c + dgchol_e + gthrd_e + h_c + pi_c
enzyme_DGCHOGTHABCte_rev	234000.0	DGCHOGTHABCte	atp_c + dgchol_c + gthrd_c + h2o_c <-- adp_c + dgchol_e + gthrd_e + h_c + pi_c
enzyme_DGCHOLte_fwd	234000.0	DGCHOLte	dgchol_e --> dgchol_c
enzyme_DGCHOLte_rev	234000.0	DGCHOLte	dgchol_e <-- dgchol_c
enzyme_DGMPGSNPT_fwd	234000.0	DGMPGSNPT	dgmp_c + gsn_c --> 2dgsn_c + gmp_c
enzyme_DGMPGSNPT_rev	234000.0	DGMPGSNPT	dgmp_c + gsn_c <-- 2dgsn_c + gmp_c
enzyme_DGMPINSPT_fwd	234000.0	DGMPINSPT	dgmp_c + ins_c --> 2dgsn_c + imp_c
enzyme_DGMPINSPT_rev	234000.0	DGMPINSPT	dgmp_c + ins_c <-- 2dgsn_c + imp_c
enzyme_DGMPNH_fwd	234000.0	DGMPNH	dgmp_c + h2o_c --> 2dr5p_c + gua_c
enzyme_DGMPNH_rev	234000.0	DGMPNH	dgmp_c + h2o_c <-- 2dr5p_c + gua_c
enzyme_DGSHAMID_fwd	234000.0	DGSHAMID	dagthrd_c + h2o_c --> akg_c + cysgly_c
enzyme_DGSHAMID_rev	234000.0	DGSHAMID	dagthrd_c + h2o_c <-- akg_c + cysgly_c
enzyme_DHAAt1r_fwd	234000.0	DHAAt1r	dhdascb__L_c --> dhdascb__L_e
enzyme_DHAAt1r_rev	234000.0	DHAAt1r	dhdascb__L_c <-- dhdascb__L_e
enzyme_DHAK_fwd	234000.0	DHAK	atp_c + dha_c --> adp_c + dhap_c + h_c
enzyme_DHAK_rev	234000.0	DHAK	atp_c + dha_c <-- adp_c + dhap_c + h_c
enzyme_DHEASABCte_fwd	234000.0	DHEASABCte	atp_c + dheas_c + h2o_c --> adp_c + dheas_e + h_c + pi_c
enzyme_DHEASABCte_rev	234000.0	DHEASABCte	atp_c + dheas_c + h2o_c <-- adp_c + dheas_e + h_c + pi_c
enzyme_DHEASte_fwd	234000.0	DHEASte	dheas_e --> dheas_c
enzyme_DHEASte_rev	234000.0	DHEASte	dheas_e <-- dheas_c
enzyme_DHLIPTRD_fwd	234000.0	DHLIPTRD	lipoate_c + trdxrd_c --> dhlipoate_c + trdxox_c
enzyme_DHLIPTRD_rev	234000.0	DHLIPTRD	lipoate_c + trdxrd_c <-- dhlipoate_c + trdxox_c
enzyme_DHPRx_fwd	234000.0	DHPRx	67dhbpt_c + h_c + nadh_c --> nad_c + thbpt_c
enzyme_DHPRx_rev	234000.0	DHPRx	67dhbpt_c + h_c + nadh_c <-- nad_c + thbpt_c
enzyme_DHPRy_fwd	234000.0	DHPRy	67dhbpt_c + h_c + nadph_c --> nadp_c + thbpt_c
enzyme_DHPRy_rev	234000.0	DHPRy	67dhbpt_c + h_c + nadph_c <-- nadp_c + thbpt_c
enzyme_DIMPGSNPT_fwd	234000.0	DIMPGSNPT	dimp_c + gsn_c --> 2dins_c + gmp_c
enzyme_DIMPGSNPT_rev	234000.0	DIMPGSNPT	dimp_c + gsn_c <-- 2dins_c + gmp_c
enzyme_DIMPINSPT_fwd	234000.0	DIMPINSPT	dimp_c + ins_c --> 2dins_c + imp_c
enzyme_DIMPINSPT_rev	234000.0	DIMPINSPT	dimp_c + ins_c <-- 2dins_c + imp_c
enzyme_DIMPNH_fwd	234000.0	DIMPNH	dimp_c + h2o_c --> 2dr5p_c + hxan_c
enzyme_DIMPNH_rev	234000.0	DIMPNH	dimp_c + h2o_c <-- 2dr5p_c + hxan_c
enzyme_DLAC_ACACtex_fwd	234000.0	DLAC_ACACtex	acac_e + lac__D_c --> acac_c + lac__D_e
enzyme_DLAC_ACACtex_rev	234000.0	DLAC_ACACtex	acac_e + lac__D_c <-- acac_c + lac__D_e
enzyme_DLAC_ACtex_fwd	234000.0	DLAC_ACtex	ac_e + lac__D_c --> ac_c + lac__D_e
enzyme_DLAC_ACtex_rev	234000.0	DLAC_ACtex	ac_e + lac__D_c <-- ac_c + lac__D_e
enzyme_DLAC_BUTtex_fwd	234000.0	DLAC_BUTtex	but_e + lac__D_c --> but_c + lac__D_e
enzyme_DLAC_BUTtex_rev	234000.0	DLAC_BUTtex	but_e + lac__D_c <-- but_c + lac__D_e
enzyme_DLAC_GLYCLTtex_fwd	234000.0	DLAC_GLYCLTtex	glyclt_e + lac__D_c --> glyclt_c + lac__D_e
enzyme_DLAC_GLYCLTtex_rev	234000.0	DLAC_GLYCLTtex	glyclt_e + lac__D_c <-- glyclt_c + lac__D_e
enzyme_DLAC_PPAtex_fwd	234000.0	DLAC_PPAtex	lac__D_c + ppa_e --> lac__D_e + ppa_c
enzyme_DLAC_PPAtex_rev	234000.0	DLAC_PPAtex	lac__D_c + ppa_e <-- lac__D_e + ppa_c
enzyme_DOPAGTHABCte_fwd	234000.0	DOPAGTHABCte	5sgthdopa__L_c + atp_c + h2o_c --> 5sgthdopa__L_e + adp_c + h_c + pi_c
enzyme_DOPAGTHABCte_rev	234000.0	DOPAGTHABCte	5sgthdopa__L_c + atp_c + h2o_c <-- 5sgthdopa__L_e + adp_c + h_c + pi_c
enzyme_DOPAPX_L_fwd	234000.0	DOPAPX_L	2.0 dopa__L_c + h2o2_c --> 2.0 dopasqn__L_c + 2.0 h2o_c
enzyme_DOPAPX_L_rev	234000.0	DOPAPX_L	2.0 dopa__L_c + h2o2_c <-- 2.0 dopasqn__L_c + 2.0 h2o_c
enzyme_DOPAQ1ERx_L_fwd	234000.0	DOPAQ1ERx_L	2.0 dopaqn__L_c + h_c + nadh_c --> 2.0 dopasqn__L_c + nad_c
enzyme_DOPAQ1ERx_L_rev	234000.0	DOPAQ1ERx_L	2.0 dopaqn__L_c + h_c + nadh_c <-- 2.0 dopasqn__L_c + nad_c
enzyme_DOPAQ2ERy_L_fwd	234000.0	DOPAQ2ERy_L	dopaqn__L_c + h_c + nadph_c --> dopa__L_c + nadp_c
enzyme_DOPAQ2ERy_L_rev	234000.0	DOPAQ2ERy_L	dopaqn__L_c + h_c + nadph_c <-- dopa__L_c + nadp_c
enzyme_DOPAQ2ERz_L_fwd	234000.0	DOPAQ2ERz_L	dopaqn__L_c + h_c + rnamh_c --> dopa__L_c + rnam_c
enzyme_DOPAQ2ERz_L_rev	234000.0	DOPAQ2ERz_L	dopaqn__L_c + h_c + rnamh_c <-- dopa__L_c + rnam_c
enzyme_DOPAQGST_L_fwd	234000.0	DOPAQGST_L	dopaqn__L_c + gthrd_c --> 5sgthdopa__L_c
enzyme_DOPAQGST_L_rev	234000.0	DOPAQGST_L	dopaqn__L_c + gthrd_c <-- 5sgthdopa__L_c
enzyme_DOPHAMID_fwd	234000.0	DOPHAMID	daophth_c + h2o_c --> 2abutgly_c + akg_c
enzyme_DOPHAMID_rev	234000.0	DOPHAMID	daophth_c + h2o_c <-- 2abutgly_c + akg_c
enzyme_DPAMCHR1ERx_fwd	234000.0	DPAMCHR1ERx	2.0 dpamchrm_c + h_c + nadh_c --> 2.0 dpamchrmsqn_c + nad_c
enzyme_DPAMCHR1ERx_rev	234000.0	DPAMCHR1ERx	2.0 dpamchrm_c + h_c + nadh_c <-- 2.0 dpamchrmsqn_c + nad_c
enzyme_DPAMCHR2ERy_fwd	234000.0	DPAMCHR2ERy	dpamchrm_c + h_c + nadph_c --> leudpamchrm_c + nadp_c
enzyme_DPAMCHR2ERy_rev	234000.0	DPAMCHR2ERy	dpamchrm_c + h_c + nadph_c <-- leudpamchrm_c + nadp_c
enzyme_DPAMCHR2ERz_fwd	234000.0	DPAMCHR2ERz	dpamchrm_c + h_c + rnamh_c --> leudpamchrm_c + rnam_c
enzyme_DPAMCHR2ERz_rev	234000.0	DPAMCHR2ERz	dpamchrm_c + h_c + rnamh_c <-- leudpamchrm_c + rnam_c
enzyme_DPAMCHRGST_fwd	234000.0	DPAMCHRGST	dpamchrm_c + gthrd_c --> 4sgth56dhilne_c
enzyme_DPAMCHRGST_rev	234000.0	DPAMCHRGST	dpamchrm_c + gthrd_c <-- 4sgth56dhilne_c
enzyme_DPAMGTHABCte_fwd	234000.0	DPAMGTHABCte	5sgthdpam__L_c + atp_c + h2o_c --> 5sgthdpam__L_e + adp_c + h_c + pi_c
enzyme_DPAMGTHABCte_rev	234000.0	DPAMGTHABCte	5sgthdpam__L_c + atp_c + h2o_c <-- 5sgthdpam__L_e + adp_c + h_c + pi_c
enzyme_DPAMPX_L_fwd	234000.0	DPAMPX_L	2.0 dpam__L_c + h2o2_c --> 2.0 dpamsqn__L_c + 2.0 h2o_c
enzyme_DPAMPX_L_rev	234000.0	DPAMPX_L	2.0 dpam__L_c + h2o2_c <-- 2.0 dpamsqn__L_c + 2.0 h2o_c
enzyme_DPAMQ1ERx_L_fwd	234000.0	DPAMQ1ERx_L	2.0 dpamqn__L_c + h_c + nadh_c --> 2.0 dpamsqn__L_c + nad_c
enzyme_DPAMQ1ERx_L_rev	234000.0	DPAMQ1ERx_L	2.0 dpamqn__L_c + h_c + nadh_c <-- 2.0 dpamsqn__L_c + nad_c
enzyme_DPAMQ2ERy_L_fwd	234000.0	DPAMQ2ERy_L	dpamqn__L_c + h_c + nadph_c --> dpam__L_c + nadp_c
enzyme_DPAMQ2ERy_L_rev	234000.0	DPAMQ2ERy_L	dpamqn__L_c + h_c + nadph_c <-- dpam__L_c + nadp_c
enzyme_DPAMQ2ERz_L_fwd	234000.0	DPAMQ2ERz_L	dpamqn__L_c + h_c + rnamh_c --> dpam__L_c + rnam_c
enzyme_DPAMQ2ERz_L_rev	234000.0	DPAMQ2ERz_L	dpamqn__L_c + h_c + rnamh_c <-- dpam__L_c + rnam_c
enzyme_DPAMQGST_L_fwd	234000.0	DPAMQGST_L	dpamqn__L_c + gthrd_c --> 5sgthdpam__L_c
enzyme_DPAMQGST_L_rev	234000.0	DPAMQGST_L	dpamqn__L_c + gthrd_c <-- 5sgthdpam__L_c
enzyme_DPCHR1ERx_L_fwd	234000.0	DPCHR1ERx_L	2.0 dpchrm__L_c + h_c + nadh_c --> 2.0 dpchrmsqn__L_c + nad_c
enzyme_DPCHR1ERx_L_rev	234000.0	DPCHR1ERx_L	2.0 dpchrm__L_c + h_c + nadh_c <-- 2.0 dpchrmsqn__L_c + nad_c
enzyme_DPCHR2ERy_L_fwd	234000.0	DPCHR2ERy_L	dpchrm__L_c + h_c + nadph_c --> leudpchrm__L_c + nadp_c
enzyme_DPCHR2ERy_L_rev	234000.0	DPCHR2ERy_L	dpchrm__L_c + h_c + nadph_c <-- leudpchrm__L_c + nadp_c
enzyme_DPCHR2ERz_L_fwd	234000.0	DPCHR2ERz_L	dpchrm__L_c + h_c + rnamh_c --> leudpchrm__L_c + rnam_c
enzyme_DPCHR2ERz_L_rev	234000.0	DPCHR2ERz_L	dpchrm__L_c + h_c + rnamh_c <-- leudpchrm__L_c + rnam_c
enzyme_DPCHRGST_L_fwd	234000.0	DPCHRGST_L	dpchrm__L_c + gthrd_c --> 5sgthleudopachr__L_c
enzyme_DPCHRGST_L_rev	234000.0	DPCHRGST_L	dpchrm__L_c + gthrd_c <-- 5sgthleudopachr__L_c
enzyme_DPCOAK_fwd	234000.0	DPCOAK	atp_c + dpcoa_c --> adp_c + coa_c + h_c
enzyme_DPCOAK_rev	234000.0	DPCOAK	atp_c + dpcoa_c <-- adp_c + coa_c + h_c
enzyme_DPG3P_fwd	234000.0	DPG3P	23dpg_c + h2o_c --> 2pg_c + pi_c
enzyme_DPG3P_rev	234000.0	DPG3P	23dpg_c + h2o_c <-- 2pg_c + pi_c
enzyme_DPGM_fwd	234000.0	DPGM	13dpg_c --> 23dpg_c + h_c
enzyme_DPGM_rev	234000.0	DPGM	13dpg_c <-- 23dpg_c + h_c
enzyme_DPGase_fwd	234000.0	DPGase	23dpg_c + h2o_c --> 3pg_c + pi_c
enzyme_DPGase_rev	234000.0	DPGase	23dpg_c + h2o_c <-- 3pg_c + pi_c
enzyme_DRPA_fwd	234000.0	DRPA	2dr5p_c --> acald_c + g3p_c
enzyme_DRPA_rev	234000.0	DRPA	2dr5p_c <-- acald_c + g3p_c
enzyme_DTHYMy_fwd	234000.0	DTHYMy	h_c + nadph_c + thym_c --> 56dthm_c + nadp_c
